Date,Service,Description,Environment,Cost,
2025-12-01,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-02,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-03,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-04,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-05,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-06,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-07,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-08,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-09,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-10,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-11,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-12,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-13,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-01,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-02,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-03,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-04,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-05,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-06,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-07,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-08,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-09,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-10,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-11,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-12,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,18.73,
2025-12-13,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-01,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-02,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-03,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-04,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-05,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-06,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-07,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-08,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-09,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-10,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-11,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-12,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-13,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-01,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-02,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-03,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-04,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-05,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-06,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-07,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-08,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-09,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-10,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-11,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-12,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-13,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-01,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-02,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-03,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-04,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-05,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-06,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-07,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-08,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-09,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-10,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-11,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-12,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-13,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-01,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-02,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-03,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-04,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-05,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-06,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-07,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-08,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-09,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-10,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-11,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-12,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-13,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-01,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-02,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-03,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-04,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-05,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-06,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-07,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-08,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-09,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-10,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-11,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-12,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-13,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-01,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-02,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-03,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-04,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-05,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-06,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-07,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-08,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-09,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-10,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-11,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-12,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-13,EC2,On Demand RHEL m6i.large Instance Hour,dev-smartmobility,3.52,
2025-12-01,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-02,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-03,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-04,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-05,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-06,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-07,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-08,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-09,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-10,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-11,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-12,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-13,EC2,On Demand Windows m5.xlarge Instance Hour,dev-smartmobility,10.08,
2025-12-01,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-02,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-03,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-04,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-05,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-06,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-07,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-08,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-09,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-10,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-11,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-12,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-13,EC2,On Demand RHEL m5a.xlarge Instance Hour,dev-smartmobility,6.48,
2025-12-01,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-02,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-03,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-04,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-05,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-06,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-07,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-08,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-09,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-10,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.21,
2025-12-11,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.39,
2025-12-12,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.42,
2025-12-13,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.15,
2025-12-01,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-02,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-03,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-04,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-05,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-06,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-07,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-08,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-09,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-10,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-11,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-12,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-13,EC2,GB - first 10 TB / month data transfer out beyond the global free tier,dev-smartmobility,0.00,
2025-12-01,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.02,
2025-12-02,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.02,
2025-12-03,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-04,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-05,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.00,
2025-12-06,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.00,
2025-12-07,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.00,
2025-12-08,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-09,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-10,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.02,
2025-12-11,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-12,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-13,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,prd-smartmobility,0.01,
2025-12-01,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2025-12-02,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2025-12-03,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-04,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-05,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-06,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-07,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-08,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2025-12-09,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-10,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2025-12-11,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2025-12-12,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.01,
2025-12-13,EC2,GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,dev-smartmobility,0.00,
2025-12-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.04,
2025-12-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-06,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-07,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-08,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-09,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-10,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-11,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-12,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-13,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),prd-smartmobility,0.00,
2025-12-01,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-02,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-03,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-04,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-05,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-06,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-07,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-08,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-09,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-10,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-11,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-12,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-13,EC2,GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Osaka),dev-smartmobility,0.00,
2025-12-01,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2025-12-02,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2025-12-03,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
2025-12-04,EC2,GB - Asia Pacific (Seoul) data transfer to US West (Oregon),dev-smartmobility,0.00,
