Date,Service,Description,Environment,Cost,
2025-12-26,RDS,GB-month of provisioned GP3 storage running SQL Server,prd-smartmobility,47.23,
2025-12-01,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-02,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-03,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-04,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-05,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-06,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-07,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-08,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-09,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-10,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-11,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,49.17,
2025-12-12,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-13,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-14,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-15,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-16,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-17,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-18,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,9.79,
2025-12-19,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-20,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-21,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,76.80,
2025-12-22,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,1.32,
2025-12-23,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-24,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-25,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-26,RDS,RDS db.r6i.2xlarge Single-AZ instance hour (or partial hour) running SQL Server SE (LI),prd-smartmobility,0.00,
2025-12-01,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-02,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-03,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-04,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-05,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-06,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-07,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-08,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-09,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-10,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-11,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-12,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-13,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-14,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-15,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-16,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-17,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-18,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.42,
2025-12-19,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-20,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-21,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-22,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-23,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-24,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-25,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-26,RDS,IOPS-month of provisioned GP3 IOPS running SQL Server,prd-smartmobility,6.68,
2025-12-01,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-02,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-03,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-04,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-05,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-06,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-07,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-08,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-09,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-10,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-11,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-12,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-13,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-14,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-15,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-16,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-17,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-18,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.06,
2025-12-19,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-20,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-21,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-22,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-23,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-24,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-25,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-26,RDS,MiBps-month of provisioned GP3 Storage throughput running SQL Server,prd-smartmobility,1.10,
2025-12-01,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-02,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-03,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-04,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-05,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-06,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-07,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-08,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-09,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-10,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-11,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-12,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-13,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-14,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-15,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-16,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-17,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-18,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-19,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-20,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-21,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-22,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-23,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-24,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-25,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-26,RDS,GB - first 10 TB / month data transfer out beyond the global free tier,prd-smartmobility,0.00,
2025-12-01,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-02,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-03,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-04,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-05,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-06,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-07,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-08,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-09,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-10,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-11,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-12,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,18.73,
2025-12-13,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-14,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-15,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-16,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-17,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-18,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-19,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-20,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-21,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-22,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-23,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-24,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-25,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-26,EC2,On Demand Windows m5a.xlarge Instance Hour,prd-smartmobility,19.01,
2025-12-01,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-02,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-03,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-04,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-05,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-06,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-07,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-08,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-09,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-10,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-11,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-12,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-13,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-14,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-15,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-16,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-17,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-18,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-19,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-20,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-21,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-22,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-23,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-24,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.23,
2025-12-25,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-26,EC2,On Demand Windows m5a.xlarge Instance Hour,dev-smartmobility,9.50,
2025-12-01,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-02,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-03,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-04,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-05,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-06,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-07,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-08,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-09,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-10,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-11,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-12,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-13,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-14,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-15,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-16,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-17,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-18,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-19,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-20,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-21,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-22,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-23,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-24,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-25,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.81,
2025-12-26,EC2,On Demand RHEL c6i.2xlarge Instance Hour,prd-smartmobility,23.96,
2025-12-01,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-02,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-03,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-04,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-05,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-06,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-07,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-08,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-09,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-10,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-11,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-12,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-13,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-14,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-15,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-16,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-17,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-18,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-19,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-20,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-21,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-22,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-23,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-24,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-25,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-26,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),prd-smartmobility,9.12,
2025-12-01,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-02,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-03,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-04,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-05,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-06,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-07,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-08,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-09,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-10,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-11,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-12,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-13,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-14,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-15,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-16,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-17,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-18,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-19,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-20,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-21,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-22,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-23,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-24,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-25,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-26,EC2,GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Seoul),dev-smartmobility,2.35,
2025-12-01,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
2025-12-02,EC2,On Demand RHEL m6i.large Instance Hour,prd-smartmobility,7.05,
